id, transaction_time, date,time, location_id, latitude, longitude,rfid_id, starting_credits, ending_credits, transaction_type, amount, error_code
1509,1393059130,2014-02-22,08:52:10,101,"","",69.28.190.13,60,40,0,20,0
1510,1393059222,2014-02-22,08:53:42,101,"","",69.28.190.13,40,40,1,20,0
1511,1393059255,2014-02-22,08:54:15,101,"","",69.28.190.13,40,20,0,20,0
1512,1393059344,2014-02-22,08:55:44,101,"","",69.28.190.13,20,20,1,20,0
1513,1393059378,2014-02-22,08:56:18,101,"","",69.28.190.13,20,0,0,20,0
1514,1393059468,2014-02-22,08:57:48,101,"","",69.28.190.13,0,0,1,20,0
1515,1393060207,2014-02-22,09:10:07,101,"","",110.135.37.25,22,2,0,20,0
1516,1393060350,2014-02-22,09:12:30,101,"","",110.135.37.25,2,2,1,20,0
1517,1393060351,2014-02-22,09:12:31,101,"","",0,0,0,32,1.04,0
1518,1393060351,2014-02-22,09:12:31,101,"","",0,0,0,33,1.27,0
1519,1393064213,2014-02-22,00:16:53,101,"","",69.28.190.13,280,260,0,20,0
1520,1393064306,2014-02-22,00:18:26,101,"","",69.28.190.13,260,260,1,20,0
1521,1393064334,2014-02-22,00:18:54,101,"","",69.28.190.13,260,240,0,20,0
1522,1393064423,2014-02-22,00:20:23,101,"","",69.28.190.13,240,240,1,20,0
1523,1393064464,2014-02-22,00:21:04,101,"","",69.28.190.13,240,220,0,20,0
1524,1393064556,2014-02-22,00:22:36,101,"","",69.28.190.13,220,220,1,20,0
1525,1393064588,2014-02-22,00:23:08,101,"","",69.28.190.13,220,200,0,20,0
1526,1393064678,2014-02-22,00:24:38,101,"","",69.28.190.13,200,200,1,20,0
1527,1393065317,2014-02-22,00:35:17,101,"","",0,0,0,39,132,0
1528,1393065403,2014-02-22,00:36:43,101,"","",69.28.190.13,200,180,0,20,0
1529,1393065491,2014-02-22,00:38:11,101,"","",69.28.190.13,180,180,1,20,0
1530,1393065526,2014-02-22,00:38:46,101,"","",69.28.190.13,180,160,0,20,0
1531,1393065616,2014-02-22,00:40:16,101,"","",69.28.190.13,160,160,1,20,0
1532,1393065659,2014-02-22,00:40:59,101,"","",69.28.190.13,160,140,0,20,0
1533,1393065750,2014-02-22,00:42:30,101,"","",69.28.190.13,140,140,1,20,0
1534,1393065794,2014-02-22,00:43:14,101,"","",69.28.190.13,140,120,0,20,0
1535,1393065884,2014-02-22,00:44:44,101,"","",69.28.190.13,120,120,1,20,0
1536,1393066007,2014-02-22,00:46:47,101,"","",110.141.169.25,323,303,0,20,0
1537,1393066123,2014-02-22,00:48:43,101,"","",110.141.169.25,303,303,1,20,0
1538,1393066132,2014-02-22,00:48:52,101,"","",110.141.169.25,303,283,0,20,0
1539,1393066162,2014-02-22,00:49:22,101,"","",110.141.169.25,283,300,1,2,0
1540,1393066183,2014-02-22,00:49:43,101,"","",110.141.169.25,300,280,0,20,0
1541,1393066300,2014-02-22,00:51:40,101,"","",110.141.169.25,280,280,1,20,0
1542,1393066306,2014-02-22,00:51:46,101,"","",110.141.169.25,280,260,0,20,0
1543,1393066313,2014-02-22,00:51:53,101,"","",110.141.169.25,241,260,1,1,0
1544,1393066322,2014-02-22,00:52:02,101,"","",110.141.169.25,279,259,0,20,0
1545,1393066380,2014-02-22,00:53:00,101,"","",110.141.169.25,259,278,1,0,0
1546,1393066383,2014-02-22,00:53:03,101,"","",110.141.169.25,278,258,0,20,0
1547,1393066489,2014-02-22,00:54:49,101,"","",110.141.169.25,258,258,1,20,0
1548,1393066497,2014-02-22,00:54:57,101,"","",110.141.169.25,258,238,0,20,0
1549,1393066526,2014-02-22,00:55:26,101,"","",110.141.169.25,238,254,1,3,0
1550,1393066556,2014-02-22,00:55:56,101,"","",110.141.169.25,254,234,0,20,0
1551,1393066659,2014-02-22,00:57:39,101,"","",110.141.169.25,234,234,1,20,0
1552,1393066662,2014-02-22,00:57:42,101,"","",110.141.169.25,234,214,0,20,0
1553,1393066708,2014-02-22,00:58:28,101,"","",110.141.169.25,214,230,1,3,0
1554,1393066774,2014-02-22,00:59:34,101,"","",69.28.190.13,120,100,0,20,0
1555,1393066870,2014-02-22,01:01:10,101,"","",69.28.190.13,100,100,1,20,0
1556,1393066892,2014-02-22,01:01:32,101,"","",69.28.190.13,100,80,0,20,0
1557,1393066982,2014-02-22,01:03:02,101,"","",69.28.190.13,80,80,1,20,0
1558,1393067015,2014-02-22,01:03:35,101,"","",69.28.190.13,80,60,0,20,0
1559,1393067107,2014-02-22,01:05:07,101,"","",69.28.190.13,60,60,1,20,0
1560,1393067108,2014-02-22,01:05:08,101,"","",0,0,0,32,1.04,0
1561,1393067108,2014-02-22,01:05:08,101,"","",0,0,0,33,1.27,0
1562,1393067151,2014-02-22,01:05:51,101,"","",69.28.190.13,60,40,0,20,0
1563,1393067240,2014-02-22,01:07:20,101,"","",69.28.190.13,40,40,1,20,0
1564,1393073532,2014-02-22,02:52:12,101,"","",110.221.133.25,360,340,0,20,0
1565,1393073587,2014-02-22,02:53:07,101,"","",110.221.133.25,340,358,1,1,0
1566,1393073594,2014-02-22,02:53:14,101,"","",110.221.133.25,358,338,0,20,0
1567,1393073636,2014-02-22,02:53:56,101,"","",110.221.133.25,338,357,1,0,0
1568,1393073688,2014-02-22,02:54:48,101,"","",110.221.133.25,357,337,0,20,0
1569,1393073945,2014-02-22,02:59:05,101,"","",110.221.133.25,337,337,4,19,0
1570,1393074653,2014-02-22,03:10:53,101,"","",110.221.133.25,337,317,0,20,0
1571,1393074728,2014-02-22,03:12:08,101,"","",110.221.133.25,317,335,1,1,0
1572,1393076185,2014-02-22,03:36:25,101,"","",110.68.196.25,280,260,0,20,0
1573,1393076320,2014-02-22,03:38:40,101,"","",110.68.196.25,260,260,1,20,0
1574,1393076498,2014-02-22,03:41:38,101,"","",110.68.196.25,260,240,0,20,0
1575,1393076616,2014-02-22,03:43:36,101,"","",110.68.196.25,240,240,1,20,0
1576,1393076749,2014-02-22,03:45:49,101,"","",110.68.196.25,240,220,0,20,0
1577,1393076875,2014-02-22,03:47:55,101,"","",110.68.196.25,220,220,1,20,0
1578,1393077021,2014-02-22,03:50:21,101,"","",110.68.196.25,220,200,0,20,0
1579,1393077142,2014-02-22,03:52:22,101,"","",110.68.196.25,200,200,1,20,0
1580,1393077272,2014-02-22,03:54:32,101,"","",110.221.133.25,335,315,0,20,0
1581,1393077381,2014-02-22,03:56:21,101,"","",110.221.133.25,315,328,1,7,0
1582,1393077392,2014-02-22,03:56:32,101,"","",110.221.133.25,328,308,0,20,0
1583,1393077450,2014-02-22,03:57:30,101,"","",110.221.133.25,308,323,1,5,0
1584,1393077460,2014-02-22,03:57:40,101,"","",69.28.190.13,120,100,0,20,0
1585,1393077565,2014-02-22,03:59:25,101,"","",69.28.190.13,100,100,1,20,0
1586,1393077657,2014-02-22,04:00:57,101,"","",69.28.190.13,100,80,0,20,0
1587,1393077765,2014-02-22,04:02:45,101,"","",69.28.190.13,80,80,1,20,0
1588,1393077827,2014-02-22,04:03:47,101,"","",69.28.190.13,80,60,0,20,0
1589,1393077937,2014-02-22,04:05:37,101,"","",69.28.190.13,60,60,1,20,0
1590,1393078016,2014-02-22,04:06:56,101,"","",69.28.190.13,60,40,0,20,0
1591,1393078122,2014-02-22,04:08:42,101,"","",69.28.190.13,40,40,1,20,0
1592,1393078129,2014-02-22,04:08:49,101,"","",69.28.190.13,40,20,0,20,0
1593,1393078155,2014-02-22,04:09:15,101,"","",69.28.190.13,20,38,1,3,0
1594,1393078183,2014-02-22,04:09:43,101,"","",110.221.133.25,323,303,0,20,0
1595,1393078297,2014-02-22,04:11:37,101,"","",110.221.133.25,303,311,1,11,0
1596,1393078324,2014-02-22,04:12:04,101,"","",110.141.169.25,230,210,0,20,0
1597,1393078428,2014-02-22,04:13:48,101,"","",110.141.169.25,210,210,1,20,0
1598,1393078438,2014-02-22,04:13:58,101,"","",110.141.169.25,210,190,0,20,0
1599,1393078467,2014-02-22,04:14:27,101,"","",110.141.169.25,190,208,1,1,0
1600,1393078496,2014-02-22,04:14:56,101,"","",110.141.169.25,208,188,0,20,0
1601,1393078608,2014-02-22,04:16:48,101,"","",110.141.169.25,188,188,1,20,0
1602,1393078609,2014-02-22,04:16:49,101,"","",0,0,0,32,1.04,0
1603,1393078609,2014-02-22,04:16:49,101,"","",0,0,0,33,1.27,0
1604,1393078613,2014-02-22,04:16:53,101,"","",110.141.169.25,188,168,0,20,0
1605,1393078644,2014-02-22,04:17:24,101,"","",110.141.169.25,168,185,1,2,0
1606,1393078662,2014-02-22,04:17:42,101,"","",110.141.169.25,185,165,0,20,0
1607,1393078761,2014-02-22,04:19:21,101,"","",110.141.169.25,165,165,1,20,0
1608,1393078766,2014-02-22,04:19:26,101,"","",110.141.169.25,165,145,0,20,0
1609,1393078787,2014-02-22,04:19:47,101,"","",110.141.169.25,145,163,1,2,0
1610,1393078820,2014-02-22,04:20:20,101,"","",110.141.169.25,163,143,0,20,0
1611,1393078912,2014-02-22,04:21:52,101,"","",110.141.169.25,143,143,1,20,0
1612,1393078918,2014-02-22,04:21:58,101,"","",110.141.169.25,143,123,0,20,0
1613,1393078936,2014-02-22,04:22:16,101,"","",110.141.169.25,123,141,1,1,0
1614,1393078999,2014-02-22,04:23:19,101,"","",110.68.196.25,200,180,0,20,0
1615,1393079120,2014-02-22,04:25:20,101,"","",110.68.196.25,180,180,1,20,0
1616,1393079222,2014-02-22,04:27:02,101,"","",110.68.196.25,180,160,0,20,0
1617,1393079348,2014-02-22,04:29:08,101,"","",110.68.196.25,160,160,1,20,0
1618,1393079420,2014-02-22,04:30:20,101,"","",110.221.133.25,311,291,0,20,0
1619,1393079538,2014-02-22,04:32:18,101,"","",110.221.133.25,291,298,1,12,0
1620,1393079556,2014-02-22,04:32:36,101,"","",110.68.196.25,160,140,0,20,0
1621,1393079674,2014-02-22,04:34:34,101,"","",110.68.196.25,140,140,1,20,0
1622,1393079822,2014-02-22,04:37:02,101,"","",110.68.196.25,140,120,0,20,0
1623,1393079955,2014-02-22,04:39:15,101,"","",110.68.196.25,120,120,1,20,0
1624,1393080072,2014-02-22,04:41:12,101,"","",110.221.133.25,298,278,0,20,0
1625,1393080217,2014-02-22,04:43:37,101,"","",110.221.133.25,278,288,1,9,0
1626,1393080219,2014-02-22,04:43:39,101,"","",110.221.133.25,288,268,0,20,0
1627,1393080255,2014-02-22,04:44:15,101,"","",110.221.133.25,268,285,1,3,0
1628,1393080434,2014-02-22,04:47:14,101,"","",110.141.169.25,141,121,0,20,0
1629,1393080542,2014-02-22,04:49:02,101,"","",110.141.169.25,121,121,1,20,0
1630,1393080554,2014-02-22,04:49:14,101,"","",110.141.169.25,121,101,0,20,0
1631,1393080580,2014-02-22,04:49:40,101,"","",110.141.169.25,101,118,1,2,0
1632,1393080583,2014-02-22,04:49:43,101,"","",110.221.133.25,285,265,0,20,0
1633,1393080625,2014-02-22,04:50:25,101,"","",110.221.133.25,265,278,1,7,0
1634,1393080634,2014-02-22,04:50:34,101,"","",110.141.169.25,118,98,0,20,0
1635,1393080734,2014-02-22,04:52:14,101,"","",110.141.169.25,98,98,1,20,0
1636,1393080785,2014-02-22,04:53:05,101,"","",110.141.169.25,98,78,0,20,0
1637,1393080881,2014-02-22,04:54:41,101,"","",110.141.169.25,78,78,1,20,0
1638,1393080889,2014-02-22,04:54:49,101,"","",110.141.169.25,78,58,0,20,0
1639,1393080907,2014-02-22,04:55:07,101,"","",110.141.169.25,58,76,1,1,0
1640,1393080908,2014-02-22,04:55:08,101,"","",110.221.133.25,278,258,0,20,0
1641,1393080970,2014-02-22,04:56:10,101,"","",110.221.133.25,258,269,1,8,0
1642,1393080996,2014-02-22,04:56:36,101,"","",110.141.169.25,76,56,0,20,0
1643,1393081095,2014-02-22,04:58:15,101,"","",110.141.169.25,56,56,1,20,0
1644,1393081096,2014-02-22,04:58:16,101,"","",0,0,0,32,1.04,0
1645,1393081096,2014-02-22,04:58:16,101,"","",0,0,0,33,1.27,0
1646,1393081121,2014-02-22,04:58:41,101,"","",110.141.169.25,56,36,0,20,0
1647,1393081130,2014-02-22,04:58:50,101,"","",110.141.169.25,36,55,1,1,0
1648,1393081638,2014-02-22,05:07:18,101,"","",110.221.133.25,269,249,0,20,0
1649,1393081726,2014-02-22,05:08:46,101,"","",110.221.133.25,249,256,1,13,0
1650,1393082327,2014-02-22,05:18:47,101,"","",110.221.133.25,256,236,0,20,0
1651,1393082508,2014-02-22,05:21:48,101,"","",110.221.133.25,236,240,1,16,0
1652,1393082573,2014-02-22,05:22:53,101,"","",110.221.133.25,240,220,0,20,0
1653,1393082612,2014-02-22,05:23:32,101,"","",110.221.133.25,220,238,1,1,0
1654,1393084221,2014-02-22,05:50:21,101,"","",69.28.190.13,38,18,0,20,0
1655,1393084294,2014-02-22,05:51:34,101,"","",69.28.190.13,18,24,1,14,0
1656,1393084399,2014-02-22,05:53:19,101,"","",69.28.190.13,24,4,0,20,0
1657,1393084493,2014-02-22,05:54:53,101,"","",69.28.190.13,4,4,1,20,0
1658,1393142290,2014-02-23,07:58:10,101,"","",0,0,0,31,1,0
1659,1393142340,2014-02-23,07:59:00,101,"","",0,0,0,30,1393142323,0
1660,1393142340,2014-02-23,07:59:00,101,"","",0,0,0,31,1,0
1661,1393142342,2014-02-23,07:59:02,101,"","",0,0,0,31,0,0
1662,1393142358,2014-02-23,07:59:18,101,"","",94.225.119.25,668,648,0,20,0
1663,1393142377,2014-02-23,07:59:37,101,"","",94.225.119.25,648,667,1,0,0
1664,1393142396,2014-02-23,07:59:56,101,"","",0,0,0,39,132,0
1665,1393144789,2014-02-23,08:39:49,101,"","",94.225.119.25,667,647,0,20,0
1666,1393144941,2014-02-23,08:42:21,101,"","",94.225.119.25,647,652,1,14,0
1667,1393152579,2014-02-23,00:49:39,101,"","",94.225.119.25,652,632,0,20,0
1668,1393152697,2014-02-23,00:51:37,101,"","",94.225.119.25,632,641,1,10,0
1669,1393156027,2014-02-23,01:47:07,101,"","",69.28.190.13,204,184,0,20,0
1670,1393156188,2014-02-23,01:49:48,101,"","",69.28.190.13,184,184,1,20,0
1671,1393156256,2014-02-23,01:50:56,101,"","",69.28.190.13,184,164,0,20,0
1672,1393156387,2014-02-23,01:53:07,101,"","",69.28.190.13,164,164,1,20,0
1673,1393156461,2014-02-23,01:54:21,101,"","",69.28.190.13,164,144,0,20,0
1674,1393156638,2014-02-23,01:57:18,101,"","",69.28.190.13,144,144,1,20,0
1675,1393156667,2014-02-23,01:57:47,101,"","",69.28.190.13,144,124,0,20,0
1676,1393156678,2014-02-23,01:57:58,101,"","",69.28.190.13,124,143,1,1,0
1677,1393156736,2014-02-23,01:58:56,101,"","",69.28.190.13,143,123,0,20,0
1678,1393156854,2014-02-23,02:00:54,101,"","",69.28.190.13,123,123,1,20,0
1679,1393156865,2014-02-23,02:01:05,101,"","",69.28.190.13,123,103,0,20,0
1680,1393156876,2014-02-23,02:01:16,101,"","",69.28.190.13,103,122,1,1,0
1681,1393158879,2014-02-23,02:34:39,101,"","",69.28.190.13,122,102,0,20,0
1682,1393158987,2014-02-23,02:36:27,101,"","",69.28.190.13,102,102,1,20,0
1683,1393159001,2014-02-23,02:36:41,101,"","",69.28.190.13,102,82,0,20,0
1684,1393159011,2014-02-23,02:36:51,101,"","",69.28.190.13,82,101,1,1,0
1685,1393159043,2014-02-23,02:37:23,101,"","",69.28.190.13,101,81,0,20,0
1686,1393159110,2014-02-23,02:38:30,101,"","",69.28.190.13,81,100,1,0,0
1687,1393159112,2014-02-23,02:38:32,101,"","",69.28.190.13,100,80,0,20,0
1688,1393159216,2014-02-23,02:40:16,101,"","",69.28.190.13,80,80,1,20,0
1689,1393159283,2014-02-23,02:41:23,101,"","",69.28.190.13,80,60,0,20,0
1690,1393159379,2014-02-23,02:42:59,101,"","",69.28.190.13,60,60,1,20,0
1691,1393160499,2014-02-23,03:01:39,101,"","",69.28.190.13,60,40,0,20,0
1692,1393160664,2014-02-23,03:04:24,101,"","",69.28.190.13,40,40,1,20,0
1693,1393160941,2014-02-23,03:09:01,101,"","",69.28.190.13,40,20,0,20,0
1694,1393161092,2014-02-23,03:11:32,101,"","",69.28.190.13,20,20,1,20,0
1695,1393161316,2014-02-23,03:15:16,101,"","",69.28.190.13,20,0,0,20,0
1696,1393161432,2014-02-23,03:17:12,101,"","",69.28.190.13,0,0,1,20,0
1697,1393162273,2014-02-23,03:31:13,101,"","",69.28.190.13,200,180,0,20,0
1698,1393162389,2014-02-23,03:33:09,101,"","",69.28.190.13,180,180,1,20,0
1699,1393162403,2014-02-23,03:33:23,101,"","",69.28.190.13,180,160,0,20,0
1700,1393162414,2014-02-23,03:33:34,101,"","",69.28.190.13,160,179,1,1,0
1701,1393164279,2014-02-23,04:04:39,101,"","",69.28.190.13,179,159,0,20,0
1702,1393164397,2014-02-23,04:06:37,101,"","",69.28.190.13,159,159,1,20,0
1703,1393164398,2014-02-23,04:06:38,101,"","",0,0,0,32,1.04,0
1704,1393164398,2014-02-23,04:06:38,101,"","",0,0,0,33,1.27,0
1705,1393164472,2014-02-23,04:07:52,101,"","",69.28.190.13,159,139,0,20,0
1706,1393164616,2014-02-23,04:10:16,101,"","",69.28.190.13,139,139,1,20,0
1707,1393164665,2014-02-23,04:11:05,101,"","",69.28.190.13,139,119,0,20,0
1708,1393164783,2014-02-23,04:13:03,101,"","",69.28.190.13,119,119,1,20,0
1709,1393164868,2014-02-23,04:14:28,101,"","",69.28.190.13,119,99,0,20,0
1710,1393164991,2014-02-23,04:16:31,101,"","",69.28.190.13,99,99,1,20,0
1711,1393165070,2014-02-23,04:17:50,101,"","",69.28.190.13,99,79,0,20,0
1712,1393165228,2014-02-23,04:20:28,101,"","",69.28.190.13,79,79,1,20,0
1713,1393165229,2014-02-23,04:20:29,101,"","",69.28.190.13,79,59,0,20,0
1714,1393165246,2014-02-23,04:20:46,101,"","",69.28.190.13,59,76,1,3,0
1715,1393165333,2014-02-23,04:22:13,101,"","",69.28.190.13,76,56,0,20,0
1716,1393165446,2014-02-23,04:24:06,101,"","",69.28.190.13,56,56,1,20,0
1717,1393165455,2014-02-23,04:24:15,101,"","",69.28.190.13,56,36,0,20,0
1718,1393165471,2014-02-23,04:24:31,101,"","",69.28.190.13,36,54,1,2,0
1719,1393165540,2014-02-23,04:25:40,101,"","",69.28.190.13,54,34,0,20,0
1720,1393165679,2014-02-23,04:27:59,101,"","",69.28.190.13,34,34,1,20,0
1721,1393165718,2014-02-23,04:28:38,101,"","",69.28.190.13,34,14,0,20,0
1722,1393165733,2014-02-23,04:28:53,101,"","",69.28.190.13,14,32,1,2,0
1723,1393165902,2014-02-23,04:31:42,101,"","",46.233.28.25,70,50,0,20,0
1724,1393166004,2014-02-23,04:33:24,101,"","",46.233.28.25,50,50,1,20,0
1725,1393166825,2014-02-23,04:47:05,101,"","",69.28.190.13,32,12,0,20,0
1726,1393166924,2014-02-23,04:48:44,101,"","",69.28.190.13,12,12,1,20,0
1727,1393168733,2014-02-23,05:18:53,101,"","",69.28.190.13,212,192,0,20,0
1728,1393168826,2014-02-23,05:20:26,101,"","",69.28.190.13,192,193,1,19,0
1729,1393168899,2014-02-23,05:21:39,101,"","",69.28.190.13,193,173,0,20,0
1730,1393168983,2014-02-23,05:23:03,101,"","",69.28.190.13,173,176,1,17,0
1731,1393170043,2014-02-23,05:40:43,101,"","",69.28.190.13,176,156,0,20,0
1732,1393170123,2014-02-23,05:42:03,101,"","",69.28.190.13,156,166,1,10,0
1733,1393171771,2014-02-23,06:09:31,101,"","",0,0,0,31,1,0
1734,1393215546,2014-02-24,04:19:06,101,"","",0,0,0,30,1393215529,0
1735,1393215546,2014-02-24,04:19:06,101,"","",0,0,0,31,1,0
1736,1393215548,2014-02-24,04:19:08,101,"","",0,0,0,31,0,0
1737,1393215558,2014-02-24,04:19:18,101,"","",53.35.237.13,154,134,0,20,0
1738,1393215602,2014-02-24,04:20:02,101,"","",0,0,0,39,132,0
1739,1393215929,2014-02-24,04:25:29,101,"","",53.35.237.13,134,134,1,20,0
1740,1393215930,2014-02-24,04:25:30,101,"","",53.35.237.13,134,114,0,20,0
1741,1393215944,2014-02-24,04:25:44,101,"","",53.35.237.13,114,133,1,1,0
1742,1393215982,2014-02-24,04:26:22,101,"","",94.225.119.25,641,621,0,20,0
1743,1393216221,2014-02-24,04:30:21,101,"","",94.225.119.25,621,628,1,13,0
1744,1393216445,2014-02-24,04:34:05,101,"","",53.35.237.13,133,113,0,20,0
1745,1393216755,2014-02-24,04:39:15,101,"","",53.35.237.13,113,113,1,20,0
1746,1393216766,2014-02-24,04:39:26,101,"","",53.35.237.13,113,93,0,20,0
1747,1393216806,2014-02-24,04:40:06,101,"","",53.35.237.13,93,110,1,3,0
1748,1393216816,2014-02-24,04:40:16,101,"","",94.225.119.25,628,608,0,20,0
1749,1393216958,2014-02-24,04:42:38,101,"","",94.225.119.25,608,617,1,11,0
1750,1393216961,2014-02-24,04:42:41,101,"","",94.225.119.25,617,597,0,20,0
1751,1393217046,2014-02-24,04:44:06,101,"","",94.225.119.25,597,610,1,7,0
1752,1393217299,2014-02-24,04:48:19,101,"","",94.225.119.25,610,590,0,20,0
1753,1393217460,2014-02-24,04:51:00,101,"","",94.225.119.25,590,595,1,15,0
1754,1393217471,2014-02-24,04:51:11,101,"","",53.35.237.13,110,90,0,20,0
1755,1393217668,2014-02-24,04:54:28,101,"","",53.35.237.13,90,90,1,20,0
1756,1393217677,2014-02-24,04:54:37,101,"","",53.35.237.13,90,70,0,20,0
1757,1393217745,2014-02-24,04:55:45,101,"","",53.35.237.13,70,84,1,5,0
1758,1393217766,2014-02-24,04:56:06,101,"","",94.225.119.25,595,575,0,20,0
1759,1393217895,2014-02-24,04:58:15,101,"","",94.225.119.25,575,580,1,15,0
1760,1393217943,2014-02-24,04:59:03,101,"","",94.225.119.25,580,560,0,20,0
1761,1393218099,2014-02-24,05:01:39,101,"","",94.225.119.25,560,563,1,16,0
1762,1393218157,2014-02-24,05:02:37,101,"","",94.225.119.25,563,543,0,20,0
1763,1393218169,2014-02-24,05:02:49,101,"","",94.225.119.25,543,562,1,0,0
1764,1393218177,2014-02-24,05:02:57,101,"","",94.225.119.25,562,542,0,20,0
1765,1393218366,2014-02-24,05:06:06,101,"","",94.225.119.25,542,546,1,15,0
1766,1393218887,2014-02-24,05:14:47,101,"","",94.225.119.25,546,526,0,20,0
1767,1393219024,2014-02-24,05:17:04,101,"","",94.225.119.25,526,533,1,13,0
1768,1393219032,2014-02-24,05:17:12,101,"","",94.225.119.25,533,513,0,20,0
1769,1393219047,2014-02-24,05:17:27,101,"","",94.225.119.25,513,532,1,1,0
1770,1393219054,2014-02-24,05:17:34,101,"","",94.225.119.25,532,512,0,20,0
1771,1393219244,2014-02-24,05:20:44,101,"","",94.225.119.25,512,512,1,19,0
1772,1393219255,2014-02-24,05:20:55,101,"","",94.225.119.25,512,492,0,20,0
1773,1393219283,2014-02-24,05:21:23,101,"","",94.225.119.25,492,508,1,4,0
1774,1393219288,2014-02-24,05:21:28,101,"","",94.225.119.25,508,488,0,20,0
1775,1393219302,2014-02-24,05:21:42,101,"","",94.225.119.25,488,507,1,0,0
1776,1393219325,2014-02-24,05:22:05,101,"","",94.225.119.25,507,487,0,20,0
1777,1393219337,2014-02-24,05:22:17,101,"","",94.225.119.25,487,506,1,0,0
1778,1393219338,2014-02-24,05:22:18,101,"","",0,0,0,32,1.04,0
1779,1393219338,2014-02-24,05:22:18,101,"","",0,0,0,33,1.27,0
1780,1393219344,2014-02-24,05:22:24,101,"","",94.225.119.25,506,486,0,20,0
1781,1393219359,2014-02-24,05:22:39,101,"","",94.225.119.25,486,504,1,2,0
1782,1393220976,2014-02-24,05:49:36,101,"","",94.225.119.25,504,484,0,20,0
1783,1393221124,2014-02-24,05:52:04,101,"","",94.225.119.25,484,484,1,20,0
1784,1393221156,2014-02-24,05:52:36,101,"","",62.5.216.25,23,3,0,20,0
1785,1393221307,2014-02-24,05:55:07,101,"","",62.5.216.25,3,3,1,20,0
1786,1393221521,2014-02-24,05:58:41,101,"","",110.141.169.25,655,635,0,20,0
1787,1393221632,2014-02-24,06:00:32,101,"","",110.141.169.25,635,635,1,20,0
1788,1393221640,2014-02-24,06:00:40,101,"","",110.141.169.25,635,615,0,20,0
1789,1393221668,2014-02-24,06:01:08,101,"","",110.141.169.25,615,632,1,3,0
1790,1393221695,2014-02-24,06:01:35,101,"","",110.141.169.25,632,612,0,20,0
1791,1393221836,2014-02-24,06:03:56,101,"","",110.141.169.25,612,612,1,20,0
1792,1393221847,2014-02-24,06:04:07,101,"","",110.141.169.25,612,592,0,20,0
1793,1393221882,2014-02-24,06:04:42,101,"","",110.141.169.25,592,610,1,2,0
1794,1393221907,2014-02-24,06:05:07,101,"","",110.141.169.25,610,590,0,20,0
1795,1393222046,2014-02-24,06:07:26,101,"","",110.141.169.25,590,603,1,6,0
1796,1393222062,2014-02-24,06:07:42,101,"","",110.141.169.25,603,583,0,20,0
1797,1393222176,2014-02-24,06:09:36,101,"","",110.141.169.25,583,586,1,17,0
1798,1393222227,2014-02-24,06:10:27,101,"","",110.141.169.25,586,566,0,20,0
1799,1393222343,2014-02-24,06:12:23,101,"","",110.141.169.25,566,566,1,20,0
1800,1393222721,2014-02-24,06:18:41,101,"","",94.225.119.25,484,464,0,20,0
1801,1393222852,2014-02-24,06:20:52,101,"","",94.225.119.25,464,475,1,9,0
1802,1393222862,2014-02-24,06:21:02,101,"","",94.225.119.25,475,455,0,20,0
1803,1393223115,2014-02-24,06:25:15,101,"","",94.225.119.25,455,464,1,10,0
1804,1393223116,2014-02-24,06:25:16,101,"","",94.225.119.25,464,444,0,20,0
1805,1393223254,2014-02-24,06:27:34,101,"","",94.225.119.25,444,444,1,20,0
1806,1393224061,2014-02-24,06:41:01,101,"","",94.225.119.25,444,424,0,20,0
1807,1393224073,2014-02-24,06:41:13,101,"","",94.225.119.25,424,443,1,0,0
1808,1393224075,2014-02-24,06:41:15,101,"","",94.225.119.25,443,423,0,20,0
1809,1393224172,2014-02-24,06:42:52,101,"","",94.225.119.25,423,431,1,11,0
1810,1393224188,2014-02-24,06:43:08,101,"","",94.225.119.25,431,411,0,20,0
1811,1393224209,2014-02-24,06:43:29,101,"","",94.225.119.25,411,430,1,0,0
1812,1393224211,2014-02-24,06:43:31,101,"","",94.225.119.25,430,410,0,20,0
1813,1393224227,2014-02-24,06:43:47,101,"","",94.225.119.25,410,429,1,0,0
1814,1393224308,2014-02-24,06:45:08,101,"","",94.225.119.25,429,409,0,20,0
1815,1393224324,2014-02-24,06:45:24,101,"","",94.225.119.25,409,428,1,0,0
1816,1393224328,2014-02-24,06:45:28,101,"","",94.225.119.25,428,408,0,20,0
1817,1393224441,2014-02-24,06:47:21,101,"","",94.225.119.25,408,415,1,13,0
1818,1393224449,2014-02-24,06:47:29,101,"","",94.225.119.25,415,395,0,20,0
1819,1393224461,2014-02-24,06:47:41,101,"","",94.225.119.25,395,414,1,0,0
1820,1393224462,2014-02-24,06:47:42,101,"","",0,0,0,32,1.04,0
1821,1393224462,2014-02-24,06:47:42,101,"","",0,0,0,33,1.27,0
1822,1393224497,2014-02-24,06:48:17,101,"","",94.225.119.25,414,394,0,20,0
1823,1393224585,2014-02-24,06:49:45,101,"","",94.225.119.25,394,403,1,11,0
1824,1393224667,2014-02-24,06:51:07,101,"","",94.225.119.25,403,383,0,20,0
1825,1393224687,2014-02-24,06:51:27,101,"","",94.225.119.25,383,402,1,1,0
1826,1393224690,2014-02-24,06:51:30,101,"","",94.225.119.25,402,382,0,20,0
1827,1393224718,2014-02-24,06:51:58,101,"","",94.225.119.25,382,401,1,1,0
